alcohol,alcohol2,chlorides,citric acid,color intensity,density,fixed acidity,fixed acidity2,free sulfur dioxide,pH1,pH2,quality,residual sugar,sulphates,total sulfur dioxide,volatile acidity
9.3,9.278898113952678,0.1,0.16,0.44024074912362254,0.9966,-2.7982254954711934,7.1,15.0,3.27,10.73,5,1.9,0.64,77.0,0.735
11.7,11.939338482678853,0.09699999999999999,0.53,0.4524084103003539,0.9986,16.336312754533385,9.9,6.0,3.27,10.73,7,6.7,0.82,19.0,0.4
9.5,9.803434367365684,0.087,0.34,0.7686623245464728,0.9982,15.688966666079324,8.8,24.0,3.26,10.74,5,2.7,0.61,122.0,0.52
9.3,9.028892720980277,0.11699999999999999,0.24,0.6000600704080862,1.0014,11.346472036124446,8.6,31.0,3.32,10.68,5,6.6,1.07,134.0,0.725
11.7,11.407941371947903,0.111,0.64,0.5496064495741941,0.997,4.5637956398090935,10.6,6.0,3.26,10.74,6,2.2,0.66,20.0,0.48
10.5,11.123468988842482,0.091,0.12,0.5128107505992976,0.9956,14.088595753671402,7.0,34.0,3.44,10.56,5,1.9,0.48,124.0,0.58
10.4,10.740977857314705,0.121,0.51,0.7344460957350736,0.9996,16.128185746766615,11.9,7.0,3.24,10.76,6,2.0,0.76,20.0,0.38
9.9,10.112555982248402,0.066,0.0,0.7665501111598121,0.9976,-24.368565915991258,6.8,34.0,3.62,10.379999999999999,5,1.8,0.68,52.0,0.77
11.8,11.75840612688479,0.08900000000000001,0.33,0.6394680423003613,0.9972,15.944520334110422,9.5,35.0,3.28,10.72,7,2.4,0.73,67.0,0.56
12.3,12.577206101478836,0.059000000000000004,0.03,0.5836092778882529,0.9952,-12.53742670861507,6.6,32.0,3.52,10.48,7,2.3,0.56,48.0,0.84
10.9,10.518030047250665,0.047,0.2,0.15305162454771976,0.9955,14.335615765913815,7.7,15.0,3.36,10.64,5,2.0,0.44,60.0,0.96
11.0,11.459530526460512,0.066,0.47,0.5098608481749192,0.9978,8.959276015751646,10.5,6.0,3.15,10.85,7,2.1,0.9,24.0,0.24
10.9,10.889268332578853,0.047,0.2,0.46903343015810695,0.9955,19.63611680749198,7.7,15.0,3.36,10.64,5,2.0,0.44,60.0,0.96
12.3,12.537258450647627,0.059000000000000004,0.03,0.505072667273242,0.9952,5.6183878879406945,6.6,32.0,3.52,10.48,7,2.3,0.56,48.0,0.84
11.4,11.593865332468553,0.045,0.08,0.6416460572933873,0.9949,-2.466142600561124,6.4,19.0,3.49,10.51,6,2.1,0.49,48.0,0.67
10.6,10.56052872662142,0.077,0.22,0.04929388441468808,0.9988,8.026463354171563,9.5,6.0,3.26,10.74,6,1.9,0.56,32.0,0.78
9.3,9.247390093470761,0.07,0.33,0.39838894320756696,0.9978,19.698062949337746,9.1,9.0,3.24,10.76,5,1.3,0.6,30.0,0.52
10.4,10.766474942382795,0.08800000000000001,0.63,0.5333737434986614,0.9997,13.062466178615875,12.8,13.0,3.1,10.9,6,2.4,0.6,35.0,0.84
11.0,11.307949221374777,0.066,0.47,0.4148702952183748,0.9978,9.356648401276232,10.5,6.0,3.15,10.85,7,2.1,0.9,24.0,0.24
9.2,8.668330664005872,0.07400000000000001,0.35,0.262056629249082,0.9974,15.235535155083369,7.8,21.0,3.25,10.75,5,2.2,0.56,66.0,0.55
12.8,12.292278278883064,0.078,0.69,0.6297301498787002,0.9958,14.00359366629813,11.9,12.0,3.0,11.0,6,2.3,0.65,24.0,0.37
9.5,9.216133813893153,0.091,0.63,0.5344944478343403,1.0004,12.240725941667682,12.3,6.0,3.16,10.84,5,2.3,0.49,18.0,0.39
9.9,9.63193638051009,0.076,0.55,0.3337621292908473,0.9996,24.060600684033318,10.4,22.0,3.15,10.85,6,3.2,0.89,54.0,0.41
9.5,9.164442238223831,0.091,0.63,0.5405978062906095,1.0004,27.85114032059068,12.3,6.0,3.16,10.84,5,2.3,0.49,18.0,0.39
10.2,10.281633192978685,0.06,0.3,0.6221096131353016,0.9958,14.133262263287012,8.0,38.0,3.26,10.74,6,2.0,0.56,62.0,0.67
11.2,11.060888665859807,0.066,0.73,0.49081194622246466,0.9986,8.24040848514827,11.1,6.0,3.17,10.83,6,3.2,0.66,22.0,0.45
9.9,10.26183738652865,0.076,0.55,0.6187284791114581,0.9996,25.36910993520827,10.4,22.0,3.15,10.85,6,3.2,0.89,54.0,0.41
9.3,9.735863329655118,0.062,0.18,0.5025484985735588,0.9951,18.83119557331707,7.0,7.0,3.08,10.92,5,1.5,0.6,50.0,0.62
9.8,9.791395028750722,0.07200000000000001,0.72,0.4263895498599439,0.9987,19.788971655282914,12.6,6.0,2.88,11.120000000000001,8,2.2,0.82,29.0,0.31
11.3,11.805037384601869,0.068,0.65,0.30347221824805165,0.9988,-0.26076580745860944,11.9,7.0,3.06,10.94,6,2.15,0.68,27.0,0.4
11.2,11.207264293042217,0.1,0.76,0.47613900358354455,1.0032,17.00671903307961,15.6,6.0,2.95,11.05,7,3.7,0.68,43.0,0.685
11.6,11.469562805975029,0.077,0.49,0.5212119317097063,0.9963,2.563278252991269,10.0,11.0,3.23,10.77,7,2.7,0.63,19.0,0.44
12.5,12.519435721788174,0.054000000000000006,0.01,0.6308350468551575,0.9934,3.7098774844564066,5.3,5.0,3.57,10.43,7,1.7,0.84,27.0,0.57
10.1,10.38345800059792,0.079,0.1,0.4714460409725114,0.9986,11.900569292967187,9.5,6.0,3.23,10.77,6,2.1,0.56,31.0,0.735
10.5,10.01566170819003,0.081,0.6,0.5635342224320056,0.9996,13.501594080906235,12.5,31.0,3.1,10.9,5,2.6,0.73,72.0,0.38
11.2,11.137420203332663,0.127,0.29,0.33480643259830944,0.9968,4.548248941707516,9.3,6.0,3.22,10.78,5,2.1,0.72,16.0,0.48
10.2,10.28922169809506,0.1,0.22,0.36407769026757386,0.9967,21.329537489199105,8.6,7.0,3.2,10.8,6,2.0,0.56,27.0,0.53
10.8,10.908925399571563,0.095,0.69,0.47220494076994196,0.9994,-5.061312668315432,11.9,17.0,3.1,10.9,6,2.8,0.61,35.0,0.39
10.8,10.689469097003128,0.095,0.69,0.32032762541782234,0.9994,19.201835311296144,11.9,17.0,3.1,10.9,6,2.8,0.61,35.0,0.39
9.1,9.246635722793041,0.413,0.53,0.6218944210218322,0.9979,-10.17483271594538,8.4,9.0,3.06,10.94,6,1.8,1.06,26.0,0.37
10.0,10.087636485385259,0.084,0.03,0.5644534141307371,0.9968,10.62598136723463,6.8,18.0,3.44,10.56,6,1.7,0.63,35.0,0.56
11.2,11.022427565958282,0.084,0.63,0.5348521471104064,0.9998,1.5309567371612438,10.4,5.0,3.26,10.74,7,2.8,0.74,22.0,0.33
11.1,11.754479588681631,0.063,0.4,0.5444720968165654,0.9952,15.783037577325304,7.0,21.0,3.5,10.5,5,1.6,0.63,67.0,0.23
13.4,13.531865061809393,0.086,0.67,0.8150378931842377,0.9988,12.164525240075935,11.3,6.0,3.22,10.78,8,5.2,0.69,19.0,0.62
10.3,10.200644994947853,0.095,0.39,0.4145456042651309,0.9986,11.377063784668243,8.9,5.0,3.37,10.629999999999999,5,2.3,0.58,22.0,0.59
9.6,9.428484289956467,0.09699999999999999,0.21,0.13586709994184884,0.9988,-0.9827932556685148,9.2,29.0,3.28,10.72,5,2.7,0.58,65.0,0.63
11.2,11.508822675469274,0.084,0.63,0.522017330447377,0.9998,3.8542986500241616,10.4,5.0,3.26,10.74,7,2.8,0.74,22.0,0.33
9.0,9.03061793731922,0.07400000000000001,0.66,0.4818212549075152,1.0008,13.672173934109534,11.6,10.0,3.25,10.75,3,2.2,0.57,47.0,0.58
11.3,12.064433809344557,0.083,0.52,0.40671965405975175,0.9976,15.035699269093039,9.2,14.0,3.35,10.65,6,2.3,0.61,23.0,0.43
9.3,9.169222763114375,0.087,0.22,0.33251954564873254,0.9982,37.590962417638615,8.3,6.0,3.26,10.74,5,2.6,0.61,19.0,0.615
11.8,11.427217918464313,0.085,0.68,0.41931866261550854,0.997,13.228583231034868,11.0,10.0,3.18,10.82,5,2.55,0.61,25.0,0.26
9.0,8.991690462349919,0.098,0.7,0.5191282477284538,0.9972,17.860375253689256,8.1,25.0,3.08,10.92,5,2.2,0.53,129.0,0.66
9.2,9.252520237651233,0.084,0.54,0.4090844704062326,0.9987,-4.069339325092606,11.5,5.0,2.98,11.02,6,2.1,0.7,15.0,0.315
9.7,9.06446480960791,0.098,0.4,0.8779947373171391,1.0006,-3.2989186133406285,10.0,10.0,3.48,10.52,5,2.9,0.91,26.0,0.29
11.5,11.407249445685556,0.069,0.42,0.3354671297596245,0.9982,6.74505225391548,10.3,21.0,3.16,10.84,6,2.0,0.72,51.0,0.5
14.0,13.88947536758372,0.065,0.45,0.36239070167090315,0.9947,-3.174276956385663,8.8,7.0,3.32,10.68,6,2.6,0.79,18.0,0.46
9.2,9.089370939138334,0.09,0.69,0.12184472543897541,1.0,26.263992534663846,11.4,6.0,3.17,10.83,6,2.1,0.62,21.0,0.36
9.8,9.61093227571082,0.07,0.02,0.5304109654995057,0.9952,4.597813072196712,8.7,36.0,3.2,10.8,5,1.2,0.58,48.0,0.82
10.6,10.197042237073468,0.09300000000000001,0.65,0.16562922812040393,0.9996,26.821818883931385,13.0,15.0,3.05,10.95,5,2.6,0.61,47.0,0.32
11.4,11.627411415426527,0.081,0.42,0.40319139683982436,0.997,24.467824740856308,9.6,25.0,3.2,10.8,6,2.4,0.71,52.0,0.54
10.4,10.224847746803098,0.083,0.55,0.4456200761905869,0.9995,12.92779719883567,12.5,25.0,3.15,10.85,6,2.6,0.82,68.0,0.37
10.6,10.292889564279744,0.062,0.55,0.37580357225926714,0.9971,14.91799753807639,9.9,5.0,3.26,10.74,5,2.1,0.79,14.0,0.35
9.4,9.172019719654628,0.08,0.51,0.7696517686434762,0.9982,9.939005266590971,10.5,10.0,3.2,10.8,6,1.7,0.89,24.0,0.28
10.2,10.058303028075914,0.087,0.24,0.6499052387039407,0.9988,14.984370003545386,9.6,5.0,3.14,10.86,5,2.2,0.6,28.0,0.68
9.7,9.732594137413907,0.091,0.41,0.7021388450092336,0.998,14.133418517805719,9.3,6.0,3.28,10.72,5,2.0,0.7,16.0,0.27
11.0,11.200501695908146,0.075,0.49,0.348026898649708,0.9977,9.163503741079694,10.4,6.0,3.18,10.82,6,1.8,1.06,20.0,0.24
10.2,9.914046150595478,0.087,0.24,0.6714907509798589,0.9988,14.649699814628402,9.6,5.0,3.14,10.86,5,2.2,0.6,28.0,0.68
10.1,9.95621078073367,0.077,0.11,0.5697405291467723,0.9984,26.636962756672617,9.4,6.0,3.19,10.81,6,2.7,0.7,31.0,0.685
9.2,8.796347681594007,0.069,0.39,0.614038387084827,1.0026,17.730162297109377,10.6,6.0,3.12,10.879999999999999,5,15.5,0.66,23.0,0.28
11.7,10.682310001973287,0.08,0.56,0.655542004555302,0.9964,12.657996136406256,9.4,6.0,3.15,10.85,8,2.8,0.92,17.0,0.3
9.4,9.446738179219476,0.152,0.59,0.34378949666737696,0.9986,11.847695210432123,10.6,6.0,3.04,10.96,5,2.2,1.05,18.0,0.36
9.4,9.856001055250223,0.152,0.6,0.4217107518818648,0.9986,0.4732687623140883,10.6,7.0,3.04,10.96,5,2.2,1.06,18.0,0.36
13.4,13.556624976005848,0.114,0.68,0.6287059654021611,0.997,0.32703122924537453,10.6,6.0,3.06,10.94,6,4.1,0.66,24.0,0.44
10.0,9.847882013157104,0.054000000000000006,0.39,0.06281430923836334,0.9976,13.433565314802586,10.2,6.0,3.17,10.83,5,1.9,0.47,17.0,0.67
10.0,10.028943742781571,0.054000000000000006,0.39,0.7333737695580714,0.9976,-3.493911240471572,10.2,6.0,3.17,10.83,5,1.9,0.47,17.0,0.67
10.0,9.647553969701482,0.053,0.36,0.5789298544005889,0.9982,2.5367240103641677,10.2,5.0,3.17,10.83,6,1.8,0.42,14.0,0.645
10.8,10.763312292590227,0.081,0.55,0.4826093339558636,1.0002,24.41511340364133,11.6,35.0,3.32,10.68,7,2.8,0.92,67.0,0.32
10.2,10.071687224082726,0.073,0.4,0.5254284703754138,0.9984,28.442296970628142,9.3,10.0,3.34,10.66,6,2.6,0.75,26.0,0.39
10.6,10.344185730379785,0.078,0.27,0.3242994305788036,0.9984,-7.359560767977182,9.3,24.0,3.31,10.69,6,2.8,0.67,56.0,0.775
13.3,13.421695668941396,0.055,0.5,0.4336735710603529,0.9952,25.46649562301582,9.2,12.0,3.34,10.66,7,2.5,0.79,25.0,0.41
13.4,14.179960149313718,0.052000000000000005,0.51,0.6669372380696987,0.995,6.7856170915444345,8.9,13.0,3.32,10.68,7,2.6,0.9,27.0,0.4
11.6,12.099634851930414,0.086,0.31,0.6987425921861081,1.0002,8.54994912968635,8.7,23.0,3.48,10.52,6,3.0,0.74,81.0,0.69
12.1,12.078378093603371,0.051,0.23,0.9236381336410278,0.9952,5.365883693572661,6.5,28.0,3.44,10.56,6,8.3,0.55,91.0,0.39
11.0,11.265234396414758,0.07,0.53,0.47807013968602463,0.9972,21.50544127025487,10.7,5.0,3.15,10.85,8,2.6,0.65,16.0,0.35
9.0,9.258812230220888,0.081,0.25,0.38403487822079585,0.9984,-8.27676579043177,7.8,14.0,3.43,10.57,6,1.9,0.65,38.0,0.52
11.1,10.905738592294254,0.09,0.32,0.40724804626032607,0.9966,11.761636113551333,7.2,43.0,3.32,10.68,5,2.5,0.79,113.0,0.34
11.0,11.193171222050184,0.07,0.53,0.32621244048958176,0.9972,1.2512980261198905,10.7,5.0,3.15,10.85,8,2.6,0.65,16.0,0.35
11.6,11.167702370448154,0.086,0.31,0.4774379995578967,1.0002,14.407885293815736,8.7,23.0,3.48,10.52,6,3.0,0.74,81.0,0.69
9.0,8.758410482444525,0.081,0.25,0.551521714663327,0.9984,23.22796338293052,7.8,14.0,3.43,10.57,6,1.9,0.65,38.0,0.52
12.0,12.07162586112184,0.07400000000000001,0.73,0.48445290206012165,0.9990000000000001,10.395826735873799,10.4,38.0,3.17,10.83,7,6.55,0.85,76.0,0.44
12.0,11.875563701292862,0.07400000000000001,0.73,0.6663039072139147,0.9990000000000001,14.141550859708026,10.4,38.0,3.17,10.83,7,6.55,0.85,76.0,0.44
10.9,11.426943592909067,0.078,0.47,0.4522879139833211,0.9976,14.595517782376913,10.5,6.0,3.18,10.82,7,1.9,1.04,24.0,0.26
10.8,10.994412130366605,0.077,0.42,0.43407451441698014,0.9976,2.504065003295099,10.5,6.0,3.21,10.79,7,1.8,1.05,22.0,0.24
12.5,12.385388563650208,0.07200000000000001,0.63,0.39646579751196526,0.9968,25.316393498843183,10.2,10.0,3.16,10.84,7,2.9,0.78,26.0,0.49
10.8,10.658826086065956,0.075,0.46,0.22735752605153053,0.9976,27.464682472609887,10.4,6.0,3.25,10.75,7,1.8,1.02,21.0,0.24
9.5,9.556091182463986,0.084,0.55,0.23779110696790964,1.0,18.21783372117029,11.2,6.0,3.17,10.83,6,2.3,0.71,13.0,0.67
10.2,9.883340613407345,0.09,0.31,0.3002975294640306,0.9994,10.732854320076454,10.0,26.0,3.18,10.82,6,2.2,0.63,62.0,0.59
11.4,11.578683585988365,0.084,0.75,0.6992904504433782,0.9986,8.681061846457155,13.3,23.0,3.04,10.96,7,2.8,0.68,43.0,0.29
9.5,9.087409415016356,0.073,0.49,0.6339598889186008,0.9978,6.135097768509125,12.4,19.0,3.02,10.98,5,4.6,0.61,43.0,0.42
10.2,10.38690305878822,0.09,0.31,0.7111184383891718,0.9994,27.108365825466556,10.0,26.0,3.18,10.82,6,2.2,0.63,62.0,0.59
9.7,9.650621580405875,0.125,0.48,0.2756794140946727,0.998,24.844150427290238,10.7,15.0,3.03,10.97,6,2.1,0.81,49.0,0.4
11.8,11.92438405542738,0.107,0.64,0.1733147729878105,0.9973,9.863385112104506,10.5,6.0,3.09,10.91,7,2.4,0.66,15.0,0.51
11.8,11.496224222398611,0.107,0.64,0.383793069496778,0.9973,-5.299305296711237,10.5,6.0,3.09,10.91,7,2.4,0.66,15.0,0.51
9.3,9.373495562126436,0.122,0.49,0.5182404608029986,1.001,-19.82011869908987,8.5,34.0,3.31,10.69,5,6.1,1.14,151.0,0.655
11.9,12.623704322453797,0.1,0.49,0.5701730975233461,1.001,1.6657333973572026,12.5,5.0,3.25,10.75,6,4.3,0.74,14.0,0.6
8.4,8.262834974261802,0.2,0.49,0.6585230204693882,0.9994,9.093796040048806,10.4,5.0,3.16,10.84,3,2.1,0.63,16.0,0.61
11.7,11.795219958098707,0.08800000000000001,0.49,0.5356859589438157,0.9972,24.906890344430014,10.9,11.0,3.22,10.78,6,2.8,0.68,32.0,0.21
11.0,11.451670084927192,0.08800000000000001,0.49,0.7702623575539789,0.9966,0.7834379094221919,7.3,39.0,3.36,10.64,5,2.5,0.78,106.0,0.365
10.0,10.22851124345804,0.08800000000000001,0.49,0.45415535814591346,0.9982,14.848154563405018,9.8,15.0,3.42,10.58,6,2.7,0.9,33.0,0.25
9.1,9.229565645243389,0.08800000000000001,0.49,0.3430952888041702,0.998,20.631809616484325,7.6,16.0,3.48,10.52,5,2.0,0.64,43.0,0.41
9.8,9.495893218243644,0.099,0.49,0.21954302251414734,0.9979,9.48536316856048,8.2,47.0,3.38,10.620000000000001,5,2.3,0.99,133.0,0.39
9.4,9.016723488311005,0.085,0.49,0.3469729473290613,0.9978,7.875521312111587,9.3,38.0,3.22,10.78,5,2.5,0.55,142.0,0.4
9.5,9.516029732204737,0.086,0.49,0.528904406625216,0.9976,-3.887635142386081,9.2,23.0,3.23,10.77,5,2.4,0.64,116.0,0.43
9.9,9.761029243406039,0.105,0.24,0.34701333593818257,0.9998,-1.624753082044327,10.4,29.0,3.24,10.76,5,2.8,0.67,53.0,0.64
11.0,10.994282535867413,0.08800000000000001,0.49,0.6406321431354829,0.9966,11.460996344158232,7.3,39.0,3.36,10.64,5,2.5,0.78,106.0,0.365
11.4,11.461697002205856,0.09699999999999999,0.49,0.717128239180728,0.9962,4.990924667990733,7.0,33.0,3.39,10.61,6,2.5,0.77,85.0,0.38
8.7,8.497071648347134,0.084,0.49,0.10882150994734503,0.9988,9.425313176533015,8.2,32.0,3.34,10.66,6,2.6,0.75,55.0,0.42
9.4,9.548230907804177,0.077,0.24,0.6289402040332221,0.9974,9.427222843037528,9.9,6.0,3.09,10.91,5,2.4,0.57,33.0,0.63
10.3,10.857566856577332,0.078,0.24,0.12972876153224813,0.9990000000000001,15.741440493586504,9.1,1.0,3.41,10.59,6,2.1,0.87,28.0,0.22
10.3,9.997197703785867,0.098,0.49,0.554540255665273,1.0004,4.0531258857055485,11.9,12.0,3.16,10.84,5,2.7,0.61,42.0,0.38
10.3,10.159136092443728,0.098,0.49,0.686976463546556,1.0004,8.544193564168332,11.9,12.0,3.16,10.84,5,2.7,0.61,42.0,0.38
12.8,12.785116802396,0.07200000000000001,0.24,0.5003925045601394,0.9956,29.26182228633144,10.3,15.0,3.22,10.78,6,2.1,0.66,33.0,0.27
10.0,10.342137902182177,0.102,0.24,0.28412745751970736,1.0,2.002138616142293,10.0,13.0,3.28,10.72,6,2.7,0.56,32.0,0.48
10.3,9.94408539979549,0.078,0.24,0.39579623847632345,0.9990000000000001,6.284245691998978,9.1,1.0,3.41,10.59,6,2.1,0.87,28.0,0.22
9.4,9.080455568684776,0.077,0.24,0.4478759589384236,0.9974,4.006132980214307,9.9,6.0,3.09,10.91,5,2.4,0.57,33.0,0.63
10.7,10.05090169615509,0.084,0.24,0.46064725652622396,0.9972,12.547813624072502,8.1,5.0,3.37,10.629999999999999,6,2.1,0.77,13.0,0.825
12.0,11.867891336035845,0.066,0.49,0.45732545090056664,1.0014,23.123923224420693,12.9,5.0,3.2,10.8,7,5.8,0.66,35.0,0.35
11.2,11.40404372980655,0.1,0.74,0.47228641255985804,0.9996,6.217883814138903,11.2,5.0,3.22,10.78,5,5.15,0.62,17.0,0.5
9.6,9.919567412693441,0.10099999999999999,0.24,0.5242981062675869,0.9988,4.885856588953147,9.2,20.0,3.26,10.74,5,3.3,0.67,47.0,0.59
11.0,11.10714609839232,0.064,0.49,0.2955661211315992,0.9988,6.710183946969697,9.5,5.0,3.21,10.79,6,6.3,0.73,17.0,0.46
9.9,9.719712906185263,0.07,0.24,0.45103266537110676,0.9966,14.598337834749579,9.3,5.0,3.12,10.879999999999999,5,2.1,0.59,20.0,0.715
11.0,11.211941484110712,0.085,0.24,0.7341672381586202,0.9993,3.806046974898045,11.2,16.0,3.06,10.94,6,2.5,0.72,53.0,0.66
8.4,8.461295577184835,0.075,0.74,0.42809187556849293,1.0008,10.540400340287409,14.3,6.0,2.86,11.14,6,1.8,0.79,15.0,0.31
9.1,8.523788320321021,0.094,0.49,0.4185712791041239,0.9982,-14.621938715130154,9.1,38.0,3.08,10.92,5,2.6,0.59,106.0,0.47
9.5,9.13157155021534,0.078,0.24,0.663384621710018,0.9983,-6.3174500949498515,7.5,10.0,3.45,10.55,6,2.0,0.78,28.0,0.55
10.7,11.153559591558889,0.067,0.49,0.07832542376077556,0.9987,9.475562439807117,10.6,6.0,3.26,10.74,6,2.5,0.86,21.0,0.31
10.4,10.496661524892582,0.079,0.49,0.6799809450268861,0.9994,21.378641732031213,12.4,27.0,3.12,10.879999999999999,6,2.6,0.75,69.0,0.35
9.4,8.987561683447426,0.171,0.49,0.38832130314255464,0.9975,11.950757833018624,9.0,6.0,3.27,10.73,6,1.9,0.61,25.0,0.53
9.5,9.745985932418536,0.07400000000000001,0.01,0.5163279378024341,0.9958,-4.187684566672995,6.8,9.0,3.33,10.67,6,2.1,0.56,25.0,0.51
10.0,10.318430487928792,0.092,0.24,0.5054535715123298,0.998,-4.6025620812794195,9.4,14.0,3.19,10.81,6,2.8,0.73,45.0,0.43
10.0,9.869489791162092,0.092,0.24,0.6415530932997644,0.998,11.246800928981688,9.5,14.0,3.12,10.879999999999999,6,2.7,0.74,44.0,0.46
11.5,11.697304628916037,0.05,0.24,0.44691903634358926,0.9934,-11.528036422528437,5.0,32.0,3.74,10.26,5,1.6,0.62,96.0,1.04
11.1,9.977969808614466,0.095,0.49,0.3809027492668512,1.00315,26.15926818716889,15.5,10.0,2.92,11.08,5,4.2,0.74,23.0,0.645
11.1,11.392073038556447,0.095,0.49,0.6987142540268526,1.00315,16.13896191650178,15.5,10.0,2.92,11.08,5,4.2,0.74,23.0,0.645
11.7,12.052546617575961,0.11800000000000001,0.49,0.10969218478978818,1.0002,-5.173201592340581,10.9,10.0,3.07,10.93,6,4.6,0.56,17.0,0.53
11.1,10.76258918557088,0.095,0.49,0.49323132057273383,1.00315,5.940461411581303,15.6,10.0,2.92,11.08,5,4.2,0.74,23.0,0.645
11.7,11.784625619854591,0.11800000000000001,0.49,0.27315191365650815,1.0002,3.656886807688773,10.9,10.0,3.07,10.93,6,4.6,0.56,17.0,0.53
12.7,12.598563837085768,0.085,0.49,0.3674644312226563,1.0021,5.268074897765613,13.0,6.0,3.3,10.7,6,4.3,0.68,47.0,0.47
11.4,11.369241155768751,0.075,0.49,0.8134637103728002,0.9994,-2.1993300822149244,12.7,5.0,3.14,10.86,5,2.8,0.57,19.0,0.6
9.2,9.072535866639479,0.078,0.49,0.4827876375098624,0.9978,0.2533747801115478,9.0,26.0,3.23,10.77,5,2.4,0.58,121.0,0.44
9.2,8.800311359943553,0.094,0.49,0.5213368704879453,0.9982,2.1559844385957376,9.0,41.0,3.08,10.92,5,2.9,0.61,110.0,0.54
10.1,10.667121110924496,0.092,0.49,0.2034029648562754,0.9971,0.4871424438956167,7.6,25.0,3.31,10.69,6,2.7,0.61,60.0,0.29
12.7,12.606906745126235,0.085,0.49,0.37269655491104653,1.0021,24.279566249333804,13.0,6.0,3.3,10.7,6,4.3,0.68,47.0,0.47
11.4,11.43142651327867,0.075,0.49,0.5215761620083155,0.9994,13.748278028272145,12.7,5.0,3.14,10.86,5,2.8,0.57,19.0,0.6
9.0,8.69717982592457,0.226,0.24,0.5470220835363995,0.9991,-1.232572174375525,8.7,5.0,3.32,10.68,6,2.5,0.6,15.0,0.7
9.0,8.688939851662695,0.226,0.24,0.5891845241605281,0.9991,5.353783940458779,8.7,5.0,3.32,10.68,6,2.5,0.6,15.0,0.7
10.7,10.82377952452265,0.25,0.49,0.4913484090514537,0.9990000000000001,1.004429026886159,9.8,5.0,3.31,10.69,6,2.6,0.79,20.0,0.5
11.7,11.857917624045333,0.095,0.24,0.5747272871539342,0.9946,3.1999334098824304,6.2,19.0,3.57,10.43,6,2.2,0.57,42.0,0.36
11.0,11.263377250797424,0.07,0.49,0.5629497564968597,1.0003,20.255091531413832,11.5,10.0,3.32,10.68,6,3.3,0.91,37.0,0.35
11.7,12.031132200748106,0.095,0.24,0.19565378643773798,0.9946,8.722707806121253,6.2,19.0,3.57,10.43,6,2.2,0.57,42.0,0.36
10.4,10.336937737849771,0.075,0.49,0.49591287505921644,0.9978,33.05601181528067,10.2,10.0,3.14,10.86,5,2.4,0.61,28.0,0.24
9.6,9.466739080802116,0.07,0.49,0.6134748557120883,0.9991,14.259274257674802,10.5,14.0,3.3,10.7,4,2.1,0.56,47.0,0.59
10.0,10.22404414985468,0.078,0.49,0.5848405927110166,0.9992,1.4640549002289287,10.6,20.0,3.19,10.81,6,3.2,0.7,78.0,0.34
10.2,10.00876823897087,0.079,0.49,0.4314353240516164,0.9993,20.397407308144473,12.3,28.0,3.2,10.8,6,3.1,0.8,46.0,0.27
10.0,10.26152754876935,0.10300000000000001,0.24,0.3603786528119966,0.9978,20.699312171425355,9.9,6.0,3.34,10.66,4,2.3,0.52,14.0,0.5
9.5,9.612350086172686,0.083,0.49,0.3100843805417345,0.9982,19.741669914439438,8.8,18.0,3.3,10.7,5,2.8,0.6,111.0,0.44
9.8,10.14650793037505,0.085,0.49,0.4688810995486677,0.9982,-2.142409530350914,8.8,17.0,3.29,10.71,5,2.9,0.6,110.0,0.47
9.8,10.00111750665435,0.063,0.49,0.6722122774442417,0.9976,9.123625854851625,10.6,18.0,3.14,10.86,6,2.2,0.51,40.0,0.31
9.6,9.283666252832651,0.08900000000000001,0.49,0.17602030130004864,1.0002,23.618119568284527,12.3,5.0,3.19,10.81,5,2.2,0.44,14.0,0.5
9.6,9.340309907524192,0.08900000000000001,0.49,0.38381954324379974,1.0002,-4.54728958873941,12.3,5.0,3.19,10.81,5,2.2,0.44,14.0,0.5
9.2,9.419745589102217,0.083,0.49,0.30662770950872886,1.0,6.705832389779617,11.7,5.0,3.19,10.81,5,2.2,0.43,15.0,0.49
9.9,10.472116752725332,0.07400000000000001,0.49,0.6162181065204836,0.9976,-2.2693768542699146,12.0,10.0,2.98,11.02,7,1.9,0.66,21.0,0.28
10.7,10.303156489765094,0.09300000000000001,0.49,0.40080202710169877,1.0002,2.474297701029869,11.8,54.0,3.3,10.7,7,3.4,0.76,80.0,0.33
9.6,9.606963481297582,0.091,0.24,0.4142603482611376,0.998,-2.524571527438063,7.6,8.0,3.47,10.53,6,2.4,0.66,38.0,0.51
10.6,10.684502367244146,0.094,0.49,0.45506512231125,0.9986,23.605698325434346,11.1,16.0,3.12,10.879999999999999,7,2.7,1.02,47.0,0.31
9.3,8.842266746440337,0.10800000000000001,0.24,0.5616004718326725,0.9967,4.9546196509124965,7.3,18.0,3.26,10.74,5,1.9,0.59,102.0,0.73
14.0,14.143437498908904,0.06,0.24,0.4268463506771788,0.9917,-3.633555813417825,5.0,19.0,3.72,10.28,8,2.0,0.74,50.0,0.42
10.5,10.47206316238577,0.059000000000000004,0.49,0.0,0.9976,-0.15605731384494703,10.2,5.0,3.05,10.95,7,2.6,0.74,13.0,0.29
9.7,9.071032755635304,0.084,0.49,0.5773503165678499,0.9987,10.416671648715303,9.0,21.0,3.35,10.65,5,2.6,0.57,75.0,0.45
